Project,Plate_ID,Plate_Row,Plate_Col,Sample,Raw_value
HTS_Cell_Screen_FP,214,5,20,TN214-05-20,5.9164429979736
HTS_Cell_Screen_FP,214,5,21,TN214-05-21,4.92640093200511
HTS_Cell_Screen_FP,214,5,22,TN214-05-22,8.95509784799355
HTS_Cell_Screen_FP,214,5,23,TN214-05-23,6.47030545656481
HTS_Cell_Screen_FP,214,5,24,ctrl,12.2512625935443
HTS_Cell_Screen_FP,214,6,1,ctrl,87.4032500199417
HTS_Cell_Screen_FP,214,6,2,TN214-06-02,6.11031417286606
HTS_Cell_Screen_FP,214,6,3,TN214-06-03,8.25515521975603
HTS_Cell_Screen_FP,214,6,4,TN214-06-04,11.0327255784508
HTS_Cell_Screen_FP,214,6,5,TN214-06-05,13.7182604641157
HTS_Cell_Screen_FP,214,6,6,TN214-06-06,12.0142466714919
HTS_Cell_Screen_FP,214,6,7,TN214-06-07,3.2944528536201
HTS_Cell_Screen_FP,214,6,8,TN214-06-08,5.20756291879098
HTS_Cell_Screen_FP,214,6,9,TN214-06-09,4.49400773391617
HTS_Cell_Screen_FP,214,6,10,TN214-06-10,5.1455390321874
HTS_Cell_Screen_FP,214,6,11,TN214-06-11,31.609808954818
HTS_Cell_Screen_FP,214,6,12,TN214-06-12,3.50063534806901
HTS_Cell_Screen_FP,214,6,13,TN214-06-13,5.19790771027448
HTS_Cell_Screen_FP,214,6,14,TN214-06-14,4.26714557350029
HTS_Cell_Screen_FP,214,6,15,TN214-06-15,5.78734804287383
HTS_Cell_Screen_FP,214,6,16,TN214-06-16,10.4180987597662
HTS_Cell_Screen_FP,214,6,17,TN214-06-17,10.3346097953832
HTS_Cell_Screen_FP,214,6,18,TN214-06-18,7.32374654990658
HTS_Cell_Screen_FP,214,6,19,TN214-06-19,3.69981195445191
HTS_Cell_Screen_FP,214,6,20,TN214-06-20,7.43601783368868
HTS_Cell_Screen_FP,214,6,21,TN214-06-21,3.39404710151985
HTS_Cell_Screen_FP,214,6,22,TN214-06-22,42.6218649650205
HTS_Cell_Screen_FP,214,6,23,TN214-06-23,3.82125101310776
HTS_Cell_Screen_FP,214,6,24,ctrl,2.90845288817599
HTS_Cell_Screen_FP,214,7,1,ctrl,90.663999964402
HTS_Cell_Screen_FP,214,7,2,TN214-07-02,6.47214609415465
HTS_Cell_Screen_FP,214,7,3,TN214-07-03,4.1819698878743
HTS_Cell_Screen_FP,214,7,4,TN214-07-04,7.51430217741324
HTS_Cell_Screen_FP,214,7,5,TN214-07-05,16.4759724270834
HTS_Cell_Screen_FP,214,7,6,TN214-07-06,16.2272384833411
HTS_Cell_Screen_FP,214,7,7,TN214-07-07,6.49584728400994
